Name,Number,League,Country,Registered,url
Ashy Slashy,2623,High Tide Derby,United States,"2nd May, 2019",http://www.derbyrollcall.com/everyone
Rageina George,97,Canberra Roller Derby League,Australia,"3rd May, 2019",http://www.derbyrollcall.com/everyone
Skully Crossbones,,,France,"3rd May, 2019",http://www.derbyrollcall.com/everyone
Enemy of the Skate,808,Pink Peril,Netherlands,"3rd May, 2019",http://www.derbyrollcall.com/everyone
HellBunny,339,,United States,"3rd May, 2019",http://www.derbyrollcall.com/everyone
No Philter,45,Lakeshore Roller Derby,United States,"4th May, 2019",http://www.derbyrollcall.com/everyone
Heresphilly,45,Lakeshore Roller Derby,United States,"4th May, 2019",http://www.derbyrollcall.com/everyone
Triple Threat,5,Kalamazoo Killer Beez,United States,"5th May, 2019",http://www.derbyrollcall.com/everyone
Nahmaslay,1111,Snake Pit Derby Dames,United States,"5th May, 2019",http://www.derbyrollcall.com/everyone
Bat Cat,,,United States,"5th May, 2019",http://www.derbyrollcall.com/everyone
Smoked Slammin',302,Gallatin Roller Derby,United States,"5th May, 2019",http://www.derbyrollcall.com/everyone
Boom Roasted,C4,Southern Oregon Derby,United States,"6th May, 2019",http://www.derbyrollcall.com/everyone
Kvicken,150,Stockholm YOUNGSTRDS,Sweden,"6th May, 2019",http://www.derbyrollcall.com/everyone
Cervixen,573,Canberra Roller Derby League,Australia,"6th May, 2019",http://www.derbyrollcall.com/everyone
Moxxi von Carnage,99,Brighton Roller Dollz,United States,"6th May, 2019",http://www.derbyrollcall.com/everyone
Brody Hell,,Bad'n'Rollers,Spain,"6th May, 2019",http://www.derbyrollcall.com/everyone
Slay-vanas Windroller,1,Resurrection Roller Derby,United States,"7th May, 2019",http://www.derbyrollcall.com/everyone
Captain Tits B. Perk,1,Resurrection Roller Derby,United States,"7th May, 2019",http://www.derbyrollcall.com/everyone
Nymph,,Rogue,Canada,"7th May, 2019",http://www.derbyrollcall.com/everyone
Polly PopIt,,HOT,United States,"7th May, 2019",http://www.derbyrollcall.com/everyone
Luke Nukem,07,Sirens of Smash,New Zealand,"8th May, 2019",http://www.derbyrollcall.com/everyone
Abbey Road Rage,1969,GO-GO Gent Roller Derby,Belgium,"8th May, 2019",http://www.derbyrollcall.com/everyone
Pond Scum,,,United States,"9th May, 2019",http://www.derbyrollcall.com/everyone
Risky Britches,,Resurrection Roller Girls,United States,"9th May, 2019",http://www.derbyrollcall.com/everyone
Maihem,16,,Australia,"9th May, 2019",http://www.derbyrollcall.com/everyone
PocaHuntress,22,RebelTown Rollers,United States,"9th May, 2019",http://www.derbyrollcall.com/everyone
Valkillyrie,,,United States,"10th May, 2019",http://www.derbyrollcall.com/everyone
triceratink,5648,SSRD,United Kingdom,"10th May, 2019",http://www.derbyrollcall.com/everyone
Reba Smackintyre,089,STOKE CITY ROLLERS,United Kingdom,"11th May, 2019",http://www.derbyrollcall.com/everyone
STRYKING VIKING,13,,United States,"11th May, 2019",http://www.derbyrollcall.com/everyone
Wutzer phace,223,,Canada,"12th May, 2019",http://www.derbyrollcall.com/everyone
Crazzy Chriss,44,,United States,"12th May, 2019",http://www.derbyrollcall.com/everyone
Crushcake,919,Derby Dames,United States,"12th May, 2019",http://www.derbyrollcall.com/everyone
So Moon,3107,,France,"12th May, 2019",http://www.derbyrollcall.com/everyone
Achilles' Wheels,,,United States,"13th May, 2019",http://www.derbyrollcall.com/everyone
Tor-nay-doh,6688,Devil State Derby League,Australia,"14th May, 2019",http://www.derbyrollcall.com/everyone
Mastyna,88,,Italy,"14th May, 2019",http://www.derbyrollcall.com/everyone
Peaches & Mean,1039,,United States,"14th May, 2019",http://www.derbyrollcall.com/everyone
Anicki Awaits,74,Southampton City Rollers,United Kingdom,"14th May, 2019",http://www.derbyrollcall.com/everyone
Mo'Murda,187,Renegade Rollergirls of Tucson,United States,"14th May, 2019",http://www.derbyrollcall.com/everyone
Iron Mam,,,United States,"15th May, 2019",http://www.derbyrollcall.com/everyone
Doc McStuff'ems,,Pan-Asian Spring Rollers,China,"15th May, 2019",http://www.derbyrollcall.com/everyone
Kmdr Spitfire,12,Rum City Derby Dolls,Australia,"15th May, 2019",http://www.derbyrollcall.com/everyone
F.N. Fabulous,5,Enchanted Valkyries Roller Derby,United States,"15th May, 2019",http://www.derbyrollcall.com/everyone
Helena Venom,93,Enchanted Valkyries Roller Derby,United States,"15th May, 2019",http://www.derbyrollcall.com/everyone
Dykeface,144,,Russian Federation,"15th May, 2019",http://www.derbyrollcall.com/everyone
Devil Dog Dahlia,M240,,United States,"15th May, 2019",http://www.derbyrollcall.com/everyone
Starry Nightmare,31,Enchanted Valkyries Roller Derby,United States,"15th May, 2019",http://www.derbyrollcall.com/everyone
Abbstract,9696,Androscoggin Fallen Angels,United States,"16th May, 2019",http://www.derbyrollcall.com/everyone
Enyo Fayce,444,Prison City Derby Dames,United States,"16th May, 2019",http://www.derbyrollcall.com/everyone
C'est La VIV,175,Prison City Derby Dames,United States,"16th May, 2019",http://www.derbyrollcall.com/everyone
Je Moeder,77,Pink Peril Roller Derby,Netherlands,"16th May, 2019",http://www.derbyrollcall.com/everyone
Agnes VÃ¥ld,,Ãrebro Roller Derby,Sweden,"16th May, 2019",http://www.derbyrollcall.com/everyone
Bambi Hunter,88,709 Roller Derby,Canada,"16th May, 2019",http://www.derbyrollcall.com/everyone
Miso Hangry,CALL 911,No Coast Derby Girls,United States,"16th May, 2019",http://www.derbyrollcall.com/everyone
Mango Masher,,,United States,"16th May, 2019",http://www.derbyrollcall.com/everyone
Jersey Fresh,$1.38/lb,Hong Kong Roller Derby,Hong Kong,"17th May, 2019",http://www.derbyrollcall.com/everyone
Suzy B. Agony,1109,Harrisburg Area Roller Derby,United Kingdom,"17th May, 2019",http://www.derbyrollcall.com/everyone
Blockingjay,,,United States,"17th May, 2019",http://www.derbyrollcall.com/everyone
Betty Bad JuJu,,,United States,"17th May, 2019",http://www.derbyrollcall.com/everyone
Slam By Me,3,Wiltshire Roller Derby,United Kingdom,"18th May, 2019",http://www.derbyrollcall.com/everyone
Twilight Pwn,256,JRDA,United States,"18th May, 2019",http://www.derbyrollcall.com/everyone
The Debstar,,,Netherlands,"18th May, 2019",http://www.derbyrollcall.com/everyone
Riot Star,43,NorCal Roller Girls,United States,"18th May, 2019",http://www.derbyrollcall.com/everyone
Intoxiskate,934,Rum City Derby Dolls,Australia,"19th May, 2019",http://www.derbyrollcall.com/everyone
Klanka,75,Riot rollers Darmstadt,Germany,"19th May, 2019",http://www.derbyrollcall.com/everyone
Han Yolo,00,,Netherlands,"19th May, 2019",http://www.derbyrollcall.com/everyone
The Marvelous Mrs. Mayhem,,,United States,"20th May, 2019",http://www.derbyrollcall.com/everyone
Amy Feral Fouler,Official,,United States,"20th May, 2019",http://www.derbyrollcall.com/everyone
Captain Smack Sparrow,120,Atlanta Roller Derby,United States,"20th May, 2019",http://www.derbyrollcall.com/everyone
Lesley Snipes,197,Riverside Rebels,United Kingdom,"20th May, 2019",http://www.derbyrollcall.com/everyone
Quiksilver,716,301 Derby Dames,United States,"20th May, 2019",http://www.derbyrollcall.com/everyone
Rabid-y Ann,120,,United States,"20th May, 2019",http://www.derbyrollcall.com/everyone
Pinky Racer,808,Brazos Valley Roller Derby,United States,"22nd May, 2019",http://www.derbyrollcall.com/everyone
Full Frontal Nerdity,,Seattle Derby Brats,United States,"22nd May, 2019",http://www.derbyrollcall.com/everyone
E.M.Tease,68,,United States,"22nd May, 2019",http://www.derbyrollcall.com/everyone
Enano Del Mal,969,,Uruguay,"22nd May, 2019",http://www.derbyrollcall.com/everyone
Brittannie Smears,42,Pacific Roller Derby,United States,"22nd May, 2019",http://www.derbyrollcall.com/everyone
Fox McClout,,,United States,"23rd May, 2019",http://www.derbyrollcall.com/everyone
Zero Fox Given,00,Foothill Foxy Flyers,United States,"23rd May, 2019",http://www.derbyrollcall.com/everyone
Olive Mayhem,,Atomic Rollergirls,United States,"23rd May, 2019",http://www.derbyrollcall.com/everyone
Luna Shovegood,16,Bay Area Derby,United States,"24th May, 2019",http://www.derbyrollcall.com/everyone
Slice-R Pi,3141,Manchester Roller Derby,United Kingdom,"24th May, 2019",http://www.derbyrollcall.com/everyone
Beautiful Disaster,311,Rockin city rebels,United States,"25th May, 2019",http://www.derbyrollcall.com/everyone
Missy Mouse,55,,United States,"25th May, 2019",http://www.derbyrollcall.com/everyone
E Pwna,64,Rainier Roller Girls,United States,"25th May, 2019",http://www.derbyrollcall.com/everyone
Toxsin,55,Mason Dixon Roller Vixens,United States,"26th May, 2019",http://www.derbyrollcall.com/everyone
Dredd Roll,1,WA Roller Derby/Perth Menâs Derby,Australia,"26th May, 2019",http://www.derbyrollcall.com/everyone
Daisy MeRollin,739,WA Roller Derby,Australia,"27th May, 2019",http://www.derbyrollcall.com/everyone
Bedlam,66,Hertfordshire Roller Derby,United Kingdom,"27th May, 2019",http://www.derbyrollcall.com/everyone
DemÃ³nica,226,The Outlaws,United States,"27th May, 2019",http://www.derbyrollcall.com/everyone
Leya La Fea,08,Brazos Valley Roller Derby,United States,"28th May, 2019",http://www.derbyrollcall.com/everyone
Faraday Rage,18,Hogtown Roller Derby,Canada,"28th May, 2019",http://www.derbyrollcall.com/everyone
Surge Arrester,18,Hogtown Roller Derby,Canada,"28th May, 2019",http://www.derbyrollcall.com/everyone
Accabadora,41Bis,Rolling RezdÃ´re,Italy,"28th May, 2019",http://www.derbyrollcall.com/everyone
Ada Shoveface,,Cambridge Rollerbillies,United Kingdom,"28th May, 2019",http://www.derbyrollcall.com/everyone
Fury Rose,200Â°F,London Rockin Rollers,United Kingdom,"28th May, 2019",http://www.derbyrollcall.com/everyone
Frodo Blockings,444,GCRD,United Kingdom,"28th May, 2019",http://www.derbyrollcall.com/everyone
Merlina,1709,,Uruguay,"29th May, 2019",http://www.derbyrollcall.com/everyone
Fxxxx,3xxx,Rxxx,France,"29th May, 2019",http://www.derbyrollcall.com/everyone
Gagouille,321,Roller Derby Lille,France,"29th May, 2019",http://www.derbyrollcall.com/everyone
Dirty Mary,778,,Sweden,"29th May, 2019",http://www.derbyrollcall.com/everyone
Hannibal Lexter,1976,SoCal Derby,United States,"29th May, 2019",http://www.derbyrollcall.com/everyone
Judge Ed,,,Australia,"30th May, 2019",http://www.derbyrollcall.com/everyone
India Pale Al,,Jet City Roller Derby,United States,"31st May, 2019",http://www.derbyrollcall.com/everyone
Wreck It Roy,177,Blackpool Roller Derby,United Kingdom,"31st May, 2019",http://www.derbyrollcall.com/everyone
Lori Hole,80,Georgina Roller Derby,Canada,"1st June, 2019",http://www.derbyrollcall.com/everyone
TerribleTues,2,Infinity Roller Derby,United States,"1st June, 2019",http://www.derbyrollcall.com/everyone
Helen KillHer,727,Lilac City Roller Derby,United States,"1st June, 2019",http://www.derbyrollcall.com/everyone
Yellow Peril,,South Sea Roller Derby,Australia,"1st June, 2019",http://www.derbyrollcall.com/everyone
Frida Killer,666,,United States,"2nd June, 2019",http://www.derbyrollcall.com/everyone
Whatabruiser,317,Brazos Valley Roller Derby,United States,"2nd June, 2019",http://www.derbyrollcall.com/everyone
Miscontent,,,Australia,"3rd June, 2019",http://www.derbyrollcall.com/everyone
Jan Drogynous,42,Kennebec Valley Roller Derby,United States,"3rd June, 2019",http://www.derbyrollcall.com/everyone
Punky Bruisedâer,,CLT,United States,"4th June, 2019",http://www.derbyrollcall.com/everyone
Hellrazor,13,Valkyries,United States,"4th June, 2019",http://www.derbyrollcall.com/everyone
Davey Danger,037,Angel City Derby,United States,"4th June, 2019",http://www.derbyrollcall.com/everyone
Voodoo Ginger,,,United States,"5th June, 2019",http://www.derbyrollcall.com/everyone
Harlott BrontÃ«,87,,United States,"5th June, 2019",http://www.derbyrollcall.com/everyone
Sushi Rules,212,Dock City Rollers,Sweden,"5th June, 2019",http://www.derbyrollcall.com/everyone
Harleywood,883,New Jersey Roller Derby,United States,"6th June, 2019",http://www.derbyrollcall.com/everyone
Rhymes with Ditch,211,New Jersey Roller Derby,United States,"6th June, 2019",http://www.derbyrollcall.com/everyone
Nova Kane,019,,United States,"6th June, 2019",http://www.derbyrollcall.com/everyone
Bipolar Express,310,Cocheco Valley Rollers,United States,"6th June, 2019",http://www.derbyrollcall.com/everyone
Barrelin' Monroe,10-57,"Capital City Roller Girls, JXN, MS",United States,"6th June, 2019",http://www.derbyrollcall.com/everyone
Chaos Raines,46,Border City Roller Derby,United Kingdom,"6th June, 2019",http://www.derbyrollcall.com/everyone
Butch Sassidy,487,,United States,"6th June, 2019",http://www.derbyrollcall.com/everyone
Danger Zona,69,Ventura County Derby Darlins,United States,"7th June, 2019",http://www.derbyrollcall.com/everyone
Vanessary Roughness,16,,United States,"7th June, 2019",http://www.derbyrollcall.com/everyone
Captain Mar-vhell,C53,OLRD,Belgium,"7th June, 2019",http://www.derbyrollcall.com/everyone
Sadie Mae Klutz,,,United States,"7th June, 2019",http://www.derbyrollcall.com/everyone
Squish,7500,Wreckers Roller Derby,United States,"7th June, 2019",http://www.derbyrollcall.com/everyone
Mary Scary,69,,United States,"8th June, 2019",http://www.derbyrollcall.com/everyone
Another chick in the wall,ju57,O-Town Roller Derby,Denmark,"8th June, 2019",http://www.derbyrollcall.com/everyone
Deleted,,,United Kingdom,"8th June, 2019",http://www.derbyrollcall.com/everyone
Lady Sherblock,72,Rocket Dolls Roller Derby Coimbra,Portugal,"8th June, 2019",http://www.derbyrollcall.com/everyone
Haleyâs Vomit,42,Ocala Cannibals,United States,"8th June, 2019",http://www.derbyrollcall.com/everyone
Miss Matrix,,,Netherlands,"8th June, 2019",http://www.derbyrollcall.com/everyone
Reftar,88,,China,"8th June, 2019",http://www.derbyrollcall.com/everyone
Dreadpool,,Dread Pirate Rollers,Australia,"9th June, 2019",http://www.derbyrollcall.com/everyone
R.I.P.ley,77,Border City Roller Derby,United Kingdom,"9th June, 2019",http://www.derbyrollcall.com/everyone
Whiz Bang,996,Twin State Derby,United States,"9th June, 2019",http://www.derbyrollcall.com/everyone
Country BUMP-kin,,Fog City Rollers,Canada,"9th June, 2019",http://www.derbyrollcall.com/everyone
The Real Slim Laney,12,Border City Roller Derby,United Kingdom,"10th June, 2019",http://www.derbyrollcall.com/everyone
black UNIcorn,,,Germany,"10th June, 2019",http://www.derbyrollcall.com/everyone
Unfairy tail,,,Germany,"10th June, 2019",http://www.derbyrollcall.com/everyone
.......,....,,United Kingdom,"10th June, 2019",http://www.derbyrollcall.com/everyone
unfairy tales,35,,Germany,"10th June, 2019",http://www.derbyrollcall.com/everyone
Nelatron,3110,Border City Roller Derby,United Kingdom,"10th June, 2019",http://www.derbyrollcall.com/everyone
Cuntry BUMPkin,91,Fog City Rollers,Canada,"10th June, 2019",http://www.derbyrollcall.com/everyone
pom fritz,013,rollergrrrlgang,Germany,"10th June, 2019",http://www.derbyrollcall.com/everyone
Franny Drescher,8,Roller Grrrl Gang,Germany,"10th June, 2019",http://www.derbyrollcall.com/everyone
Hella Bossi,89,Angel City Derby,United States,"10th June, 2019",http://www.derbyrollcall.com/everyone
Jinkx Monsooz,24,Durham Roller Derby,United Kingdom,"10th June, 2019",http://www.derbyrollcall.com/everyone
(H)anna(h) NotAfreud,107,rollergrrrlgang,Germany,"10th June, 2019",http://www.derbyrollcall.com/everyone
Audrageous,999,Northwoods Derby Knockouts,United States,"11th June, 2019",http://www.derbyrollcall.com/everyone
Â¡BASTA! Â¡RIOT!,58,rollergrrrlgang,Germany,"11th June, 2019",http://www.derbyrollcall.com/everyone
Send Nukes,,Helltown Hellcats,Sweden,"11th June, 2019",http://www.derbyrollcall.com/everyone
mÃ¼ rakete,48,Roller Grrrl Gang,Germany,"11th June, 2019",http://www.derbyrollcall.com/everyone
Ed v. Schreck,40,Roller Grrrl Gang,Germany,"11th June, 2019",http://www.derbyrollcall.com/everyone
Belle Starr,32,CCRD,United States,"11th June, 2019",http://www.derbyrollcall.com/everyone
In Vulvo Veritas,311,Les Gueuses de Pigalle,France,"11th June, 2019",http://www.derbyrollcall.com/everyone
PandaMonium,626,Midstate Sisters of Skate,United States,"11th June, 2019",http://www.derbyrollcall.com/everyone
Velotta Trouble,2,Orlando Roller Derby,United States,"11th June, 2019",http://www.derbyrollcall.com/everyone
Discord,,The Inhuman League,United Kingdom,"11th June, 2019",http://www.derbyrollcall.com/everyone
Hurt Majessty,29,Jet City Roller Derby,United States,"11th June, 2019",http://www.derbyrollcall.com/everyone
Peppa Mint Batty,00,,United States,"12th June, 2019",http://www.derbyrollcall.com/everyone
Kill3r B33,03,Lehigh Valley Roller Derby,United States,"12th June, 2019",http://www.derbyrollcall.com/everyone
Whipsie Daisy,715,Boulder County Bombers,United States,"13th June, 2019",http://www.derbyrollcall.com/everyone
Shuga Rush,14,Granite State Roller Derby,United States,"13th June, 2019",http://www.derbyrollcall.com/everyone
Xicana Heat,369,San Diego Roller Derby,United States,"13th June, 2019",http://www.derbyrollcall.com/everyone
